"title","developer","summary","appId","description","score","ratings","size","min installs","max installs","last updated","version","contentRating","url","price"
"Readings for Moms of Addicts","Hazelden Betty Ford Foundation","N/A","org.hazelden.moms-of-addicts","As moms with addicted children, we may often feel fragile, but we are strong. And we are many.

To every mother living with the messy reality of loving a child with an addiction, Sandra Swenson has been where you are today. As a follow-up to her beloved meditation book Tending Dandelions, Sandy has written brand new honest readings for mothers living in the place where love and addiction meet. With the Readings for Moms of Addicts app, you can carry these new meaningful readings with you wherever you go. Sandy honestly addresses codependency, shame, grief, stigma, and how she came to realize that letting go is not the same as giving up. Wherever you and your child are in your unique recovery journeys, these readings will remind you that you are not alone.

This app contains 146 new readings that are different from, yet complementary to, the readings in the book Tending Dandelions published by Hazelden Publishing. This convenient and searchable app format provides the perfect tool for use in support groups--such as Al-Anon, Nar-Anon Family Groups, or Families Anonymous--or at any time you need connection and motivation. 

Features:
•	Automatically view a new reading each day you open the app
•	Search for a keyword that you want to read about today
•	Browse all readings by title and by the stage you are in your journey
•	Press the heart to mark a reading as a favorite, and quickly return to it when you need it most
•	Receive a daily notification to remind you to view a reading
•	Share your favorite readings with other moms through text or email",4.92105,38,"63.16M","N/A","N/A","2018-10-17","1.0.0","12+","https://apps.apple.com/us/app/readings-for-moms-of-addicts/id1432840864?uo=4",5.99
"Connections: from CHESS Health","Chess Mobile Health, Inc.","N/A","com.chessmh.achesscon","CONNECTIONS: from CHESS Health is an evidence-based mobile application designed and proven to provide ongoing support and relapse prevention to people recovering from substance-use-disorders.",4.33333,21,"98.61M","N/A","N/A","2022-05-12","2.9.66","12+","https://apps.apple.com/us/app/connections-from-chess-health/id1309079663?uo=4",0
"emocha","emocha Mobile Health","N/A","com.emocha.app","emocha helps you form healthy medication habits by supporting you at every dose.


With the app, you can:
+ Receive daily medication reminders
+ Submit video check-ins and report side effects or symptoms
+ Connect with your dedicated care team through video or chat 
+ Track your personal progress 

Validation & Awards:
+ emocha’s technology has been clinically validated in over 12 peer-reviewed publications 
+ CB Insights recognized emocha as a top 150 company in digital health
+ Fast Company recognized emocha as a top 10 most innovative company in health

About emocha:
emocha Health helps patients take every dose of medication properly to improve health outcomes. We’re a diverse team of designers, technologists, researchers, nurses, coaches, and pharmacists committed to helping people with chronic and infectious disease get better faster. Our CDC-endorsed model has been embraced by hundreds of customers across the healthcare landscape including health departments, health systems and health plans.

Since 2014 we’ve supported patients with a range of conditions including asthma, diabetes, hypertension, hepatitis C virus, tuberculosis, and HIV. We’ve also helped employers keep their workplace and communities safe through outbreak symptoms monitoring. We’ve proven that with the right knowledge, tools, and support, improved health and better outcomes are possible.",3.00704,142,"59.79M","N/A","N/A","2022-05-27","3.1.6","12+","https://apps.apple.com/us/app/emocha/id1269187117?uo=4",0
"LocalHelpNow Montgomery County","Ascend Innovations","N/A","com.ascend-innovations.providersearchtool","The LocalHelpNow App by Montgomery County Alcohol, Drug Addiction and Mental Health Services (MCADAMHS) helps connect patients in need of alcohol, drug addiction or mental health help with a network of service providers in Montgomery County, Ohio and the Dayton region.

Whether you or someone you know needs urgent medical treatment, support, or housing services, this app helps you quickly find the right provider in your area, anytime. Simply search via four categories to find the right provider for your needs:
1. 24/7 urgent services
2. Treatment services
3. Support services
4. Housing services

You’ll be instantly connected to a directory of nearby providers to help you, including directions, contact information, and services provided at each facility.

Recovery isn’t easy, but you don’t have to go it alone. Use LocalHelpNow by MCADAMHS App to find a facility near you and get treatment today.",5,14,"20.02M","N/A","N/A","2021-10-05","1.4.0","12+","https://apps.apple.com/us/app/localhelpnow-montgomery-county/id1318919037?uo=4",0
"Talk About Opioids","Kognito Interactive","N/A","com.Kognito.Opioids","The Talk About Opioids app is a clinical practice simulation in which you will learn and practice effective techniques to identify patients with Opioid Use Disorder (OUD) and discuss symptoms and appropriate treatment options. Lori, the virtual patient in this simulation, has been taking oxycodone for two years after sustaining a back injury and appears to be misusing her prescription. Your goal will be to to broach the subject of Lori's opiate use, determine whether she fits the criteria for OUD and if so, try to motivate her to begin treatment, and decide on initial next steps.

Features:

Learn about symptoms of OUD and pharmacotherapies available to patients.
Learn collaborative communication techniques to discuss opioids and motivate patients to seek treatment when needed.
Practice discussing opioid use and appropriate treatment options in conversation with Lori, a virtual patient presenting with an OUD.


PCSS has partnered with Kognito to host a clinical practice simulation in which the user can earn CME/CNE credit. 

About the Simulation:
Talk about Opioid Use Disorder with your patients: A clinical practice simulation is a 30-minute interactive case-based training simulation offering best practices and evidence-based communication strategies to better equip primary care providers to address the needs of patients with Opioid Use Disorder (OUD).

This simulation targets primary care clinicians, and will offer information about the opioid crisis, the neurobiology of OUD, the effectiveness of medication, and treating patients with OUD with empathy. The simulation is grounded in real-world experiences and will capture the participant's decision points and performance; provide real-time feedback to participants on their decisions, errors, and missed steps; and proceed based on decisions by the participant during the simulation.

This simulation course was prepared with support through contract number Contract No. HHSS283201200002I/HHSS28342009T, Reference No. 283-12-0209 with the Substance Abuse and Mental Health Services Administration (SAMHSA), U.S. Department of Health and Human Services (HHS). Nothing in this simulation constitutes a direct or indirect endorsement by SAMSHA or HHS of any non-federal entity's products, services, or policies, and any reference to non-federal entity's products, services, or policies should not be construed as such.",5,0,"71.10M","N/A","N/A","2018-10-30","1.3","4+","https://apps.apple.com/us/app/talk-about-opioids/id1391319200?uo=4",0
"Pear reSET-O®","Pear Therapeutics Inc.","N/A","md.reset.reSET-O","reSET-O® is a 12-week prescription digital therapeutic for patients with opioid use disorder who are in outpatient treatment. It provides cognitive behavioral therapy, as an adjunct to outpatient treatment that includes transmucosal buprenorphine and contingency management, for patients who are currently under the supervision of a clinician. reSET-O® is the only FDA-authorized prescription digital therapeutic that’s clinically proven to help people with opioid use disorder stay in treatment longer (1,2).

Get buprenorphine reminders.
Set up daily reminders to take your medication.

Get therapy on demand.
Interactive Cognitive Behavioral Therapy lessons help you learn new skills you can use in everyday situations to support your recovery journey (2).

Strengthen coping strategies.
Questions at the end of each lesson help you remember important ideas and practice skills to stay in treatment (2). 

Earn rewards. 
Use an evidence-based rewards system designed to support your recovery and treatment (2).

Track your cravings and triggers.
Record substance use, cravings, and triggers with just a tap, so you and your therapist or doctor can better understand how you’re doing (2). 

If you’ve been in an outpatient treatment program before for opioid use disorder, you know that recovery can be a challenging, ongoing process. Especially in between therapy sessions, when you may not be able to access a counselor or doctor but still need support.

reSET-O is a Prescription Digital Therapeutic—a new type of therapy prescribed by doctors designed to help with treatment. It works in conjunction with buprenorphine medication assisted therapy, and lets you continue the work you’re doing in recovery on your smartphone or tablet, so you can build new skills and get support—anytime, anywhere.

Important Safety Information

Warnings/precautions: Do not use reSET-O to communicate any emergency, urgent or critical information. reSET-O does not include features that can send alerts or warnings to your clinician. If you have feelings or thoughts of harming yourself or others, please dial 911 or go to the nearest emergency room.

reSET-O is intended for patients whose primary language is English, who have access to a compatible tablet or smartphone and are familiar with the use of smartphone applications (apps). You should be able to upload data periodically, i.e., have internet/wireless connection access.

reSET-O requires you to enter a user name and password prior to use. Please do not share your user name and password with others. reSET-O may contain and transmit protected health information and/or personally identifiable information.

reSET-O is not intended to be used as stand-alone therapy for Opioid Use Disorder (OUD) and does not replace care by your provider. reSET-O is not a substitute for your medications. You should continue to take your medications as directed by your provider.

The long-term benefit of reSET-O has not been evaluated in studies lasting beyond 12 weeks (84 days) in the OUD population. The ability of reSET-O to prevent potential relapse after therapy discontinuation has not been studied.

Please see the Patient Brief Summary Instructions for reSET-O: https://bit.ly/2Bs7kB8

1. FDA clears mobile medical app to help those with opioid use disorder stay in recovery programs. News release. Silver Spring, MD: US Food and Drug Administration. December 10, 2018. Accessed May 18, 2020.
https://www.fda.gov/news-events/press-announcements/fda-clears-mobile-medical-app-help-those-opioid-use-disorder-stay-recovery-programs

2. reSET-O Patient directions for use. Pear Therapeutics, Inc. 2020.",3.23913,46,"87.44M","N/A","N/A","2022-04-22","1.11.1","17+","https://apps.apple.com/us/app/pear-reset-o/id1270975804?uo=4",0
"SleepSmartz","SPIRITUAL SLEEP THERAPY, LLC","N/A","com.partnerbfacmobile.sstherapy","Does insomnia make you feel like “The Walking Dead”?

-- Do you lay in bed at night, unable to go to sleep?
-- Do you wake up tired?
-- Do you drag through the day?
-- Do you think about sleep a lot?

Have you ever wondered if God could help you overcome insomnia and finally get a peaceful night’s sleep?

SleepSmartz is designed to help you gently transition each night from your high stress day to a peaceful state of tranquility where you naturally drift off to sleep. It does this by calming your mind with powerful scientific relaxation techniques combined with peaceful truths from scripture practically applied to the anxieties you encounter. This is important because you are important.

But is sleep deprivation crippling you, keeping you locked into a cycle of sleeplessness and despair night after night? Do you sometimes withdraw, just too exhausted to love your family and friends? If this describes your experience, SleepSmartz was designed for you.

When you wake up in the middle of the night, your mind “spinning” from one stressful thought to another, SleepSmartz sleep sessions enable you to focus your mind on peaceful and relaxing thoughts as you gently drift back off to sleep.

Meditating on spiritual truth helps you experience reassuring peace and overcome anxiety that is often a primary cause of insomnia. When combined with the science of relaxation, SleepSmartz provides a powerful tool to overcome insomnia.

The app also teaches you the most effective ways to change your daily habits so you’ll sleep better than ever.. If you want to sleep peacefully and wake up feeling refreshed, SleepSmartz is the app for you. It’s free so you can try it now!

Read more about our Terms of Service and Privacy Policy here: http://mobileappco.org/privacy_policy?app_code=sstherapy",3.87879,33,"58.71M","N/A","N/A","2020-05-23","1.13.1","4+","https://apps.apple.com/us/app/sleepsmartz/id1321148135?uo=4",0
"Boulder Care","Boulder","N/A","bouldercare.patient","Boulder offers compassionate, convenient care for substance use disorders, including alcohol and opioid addiction — grounded in kindness, respect, and unconditional support. 

VIRTUAL CARE, ACCESSIBLE ANYWHERE: No more waiting rooms or long trips to a clinic. Boulder’s telehealth program is delivered entirely virtually, through secure video visits and messaging in our smartphone app. 

EFFECTIVE, EVIDENCE-BASED TREATMENT: Boulder offers proven effective treatments, backed by science and peer-reviewed research, including FDA-approved medications such as buprenorphine-naloxone (Suboxone) (https://www.boulder.care/suboxone-naloxone-buprenorphine).
 
COMPASSIONATE CARE: Every patient is matched with a dedicated Care Team: a Clinician who specializes in addiction medicine and can address medical needs and prescribe medications, a Peer Recovery Specialist who offers support and understanding from their own lived experience of recovery, and a Care Advocate who can help navigate the treatment process, from scheduling visits to answering insurance questions.

CUSTOMIZED TO YOU: At Boulder, patients and Care Teams make all the important decisions together. Recovery is different for each individual, so we tailor your care to you. Your goals are our goals — what matters to you, matters to us. 
 
SAFE, PRIVATE & TRUSTED: Boulder’s app is safe, private, HIPAA compliant, and trusted by the National Institute of Drug Abuse, Fortune 500 companies, and leading public and private health insurers nationally.
 
Learn more and get started by downloading our app, going to www.boulder.care, or calling (503) 447-8110.",3.93333,15,"65.22M","N/A","N/A","2022-06-06","1.297.0","17+","https://apps.apple.com/us/app/boulder-care/id1437606990?uo=4",0
"My Opioid Recovery","Cognitians, LLC","N/A","com.myopioidrecovery.app","My Opioid Recovery (MORE) connects participants directly to service providers. MORE differs from other mobile health apps because it connects participants directly to service providers instead of simply providing them with contact information. When that happens, people are required to place phone calls or travel to a destination without a reservation and risk being turned away. MORE participants submit a treatment request and are notified if they are approved within minutes.",5,0,"31.42M","N/A","N/A","2022-04-29","1.22","17+","https://apps.apple.com/us/app/my-opioid-recovery/id1578693505?uo=4",0
"Buprenorphine Home Induction","Amston Studio LLC","N/A","com.amstonstudio.bup","Buprenorphine Home Induction Tool (BUP) is an informative mobile application that guides patients on how to conduct Buprenorphine induction using a series of questions that the patient is asked in the mobile application.

Disclaimer: 
The BUP mobile application is a tool to help those who are starting the first phase of buprenorphine treatment, the induction phase, at home. The use of this home induction app should be used in conjunction with direction and clinical support by a physician/prescriber. Using this app does not replace any discussion concerning buprenorphine use with one’s physician or provider. To achieve the best results using this application, it is recommended that information about using buprenorphine, as well as alternative options available, are discussed with one’s physician or provider. The Algorithm The algorithm that drives this app was based upon recommendations from the RAND Corporation’s SUMMIT: Procedures for Medication-Assisted Treatment of Alcohol or Opioid Dependence in Primary Care. 

Thank you to our Partners:
VHA VISN 1 Innovation Grant 
Theddeus Iheanacho MD 
David Rosenthal MD 
Josh Feler, BA, MS 
Patrick Liu, BA Yale School of Medicine 
Amston Studio
Love Local Design",4.7,10,"87.44M","N/A","N/A","2020-04-06","1.2","17+","https://apps.apple.com/us/app/buprenorphine-home-induction/id1449302173?uo=4",0
"Opioid Use Disorder","Personal Remedies, LLC","N/A","com.product.personalremedies.oud","Choose This not That for Opioid Use Disorder (OUD). Inside this colorful app, you will find easy to follow suggestions on how to improve your health through nutrition and the food choices you make every day. This app provides comprehensive and actionable nutrition guidelines for how to improve your health and nutrient deficiencies while recovering from opioid addiction. If you rather tackle health issues and risks through proper nutrition and lifestyle changes then this app is for you!

A number of features make this app so different and superior to others in the market:

• This publication is the only one in the market that offers dietary guidance for OUD AND its combination with the following most likely health issues: anxiety, constipation, dehydration, depression, HIV/AIDS, insomnia, leaky gut, liver well-being, magnesium deficiency, stress, vitamin D deficiency and weight loss.

• Is this food good for me? Answer to the common question about suitability of various food items for your personal situation, in an easy to understand and colorful graphic form.

• Top-5 items to do or eat, and the top-5 things to avoid.

• Recommendations on the best food choices within a food group, based on your personal profile. An extremely valuable tool when at restaurants or when grocery shopping. Over 850 food items and growing number of recipes are included.

• ACTIONABLE information on what is good, what is bad, and what is neutral for your condition(s). We single out specific food items, and give you an ordered list of helpful and harmful foods within each food group.

• Suggestions on appropriate life style choices, alternative therapies and herbal remedies, when such options are promising and available to you.

The primary sources used by this app are US government sources such as USDA (US Department of Agriculture), NIH (National Institute of Health) agencies, and leading clinics & universities.

Personal Remedies is the producer of the world's first e-dietitian and publisher of the largest collection of health and nutrition apps for chronic conditions. Based in metro-Boston, home to the highest ranking healthcare providers and academic institutions in the world.

Creation of this app was inspired by the Opioid Crisis Working Group (OCWG) of the StartUp Health Academy. Personal Remedies is a founding member. The OCWG’s goal is to provide an end-to-end, evidence-based solution to recovery clinics and their patients, addressing all the patients’ biological, pharmacological, psychological and sociological needs. This app is a component of that end-to-end solution.

The information presented by this app is updated by our team as needed and on an ongoing basis. Updates happen seamlessly, and do NOT require frequent inconvenient downloads of a new version of the app.

“This technology was developed using the most current clinical evidence-based information that is available in the US. Behind this technology there is a team of expert clinicians, scientists, endocrinologists, oncologists, and other specialists who are passionate about bridging the gap between expert knowledge and the patient.“ 
Katya Tsaioun, PhD, Nutrition, Tufts University; L.D.N.

“Proper nutrition and other alternative treatments show great promise in preventing and treating many of the illnesses that we deal with every day. I encourage all my patients to follow appropriate nutrition and research other options for themselves. The Choose This Not That series are an excellent step towards improving people’s knowledge in this area.”
Shahin Tabatabaei, MD
Mass General Hospital; Harvard Medical School

“The Choose This Not That series of apps provide dietary recommendations focused on common chronic health problems. They are easy to understand and thus easy to implement into daily life. Most doctors would find it difficult to discuss dietary recommendations at the level of detail found in the series.”
Andrew S. Lenhardt, MD 
Personalized Medicine, Lahey Clinic, Beverly, MA",0,0,"4.12M","N/A","N/A","2019-06-01","1.0","12+","https://apps.apple.com/us/app/opioid-use-disorder/id1465292682?uo=4",2.99
"Quit Heroin Addiction Calendar","App Diggity, LLC","N/A","com.heroinaddiction.calendar","Heroin addiction is a real thing, and not many people are willing to admit that. Heroin is an illegal drug, but thanks to a culture that promotes these types of drugs, it is easy to see why people end up addicted to heroin. 
 
Quit Heroin Addiction Calendar addresses the need to quit heroin, and helps you become accountable for making the changes happen!
 
Features:
1. Use our counter to track your progress down to the second.
2. Create your own reasons to quit heroin, or use one of our scientifically based facts about quitting.
3. Change the look and feel of the app with our skins section to personalize the app to what you want.
4. Add reasons why you would like to see yourself succeed and stop heroin.
5. Our special panic button will help you send a text to a friend that may be able to help you and be an accountability partner.
6. Our badge system allows you to be rewarded for your success.
7. Our distractions section will help you take your mind off of heroin and introduce you to something more positive and soothing.
8. Our built in money calculator will show you how much money you have saved since quitting
9. Our motivational quotes and testimonials will ensure that you are not alone on this process to shake your heroin addiction. 
10. Our built in time counter will let you know how much time you save per day since quitting. 
 
Here are our top 10 reasons to quit heroin:
 
1. You will improve your physical and mental health
 
Heroin addiction destroys the physical body. You’ll feel sick all of the time, you’ll feel weak and you’ll likely spend more time curled up on the bathroom floor than anywhere else. Heroin addiction also does extensive damage to mental health. The National Institute on Drug Abuse states, “Repeated heroin use changes the physical structure and physiology of the brain, creating long-term imbalances in neuronal and hormonal systems that are not easily reversed.” 
 
2. Mended relationships with your family and friends. 
 
No one likes to be completely alone and isolated – as human beings, we need to form meaningful relationships with others in order to be truly happy. Active addiction separates us from those closest to us. It ruins the relationships we used to hold near and dear, relationships with our parents, our children, our siblings and our closest friends. Quitting heroin means that you’ll be able to work towards healing these damaged relationships. 
 
3. You won’t have to worry about legal issues anymore. 
 
The stress of heroin addiction takes many different forms, one of the most pervasive being ongoing legal issues. Heroin is an illicit drug, so any activity surrounding this specific chemical substance can get you in serious trouble with the law. However, many heroin addicts will start engaging in other criminal behavior in order to get more of the drug, such as theft.
 
4. You won’t have to worry about dying anymore.
 
In 2017, the National Institute on Drug Abuse reported that there were a total of 70,237 drug overdose deaths in the country. This number doesn’t include the thousands of men and women that died during a heroin overdose and were revived with Narcan.
 
5. You’ll actually be able to save money and spend it on things that matter.
 
Heroin addiction is costly, and when you’re physically addicted to a chemical substance you won’t be able to successfully budget your money (no matter how hard you try). You probably won’t think to yourself, “Hey, I got paid today! I’ll put half in savings, pay my phone bill and then spend whatever is left on some heroin.” 
 
Having an issue with heroin is not uncommon in modern society. Unfortunately heroin is a very addictive substance and can cause long term damage. Kick your heroin addiction by downloading Quit Heroin Addiction Calendar for FREE!
 
This app contains in app purchases.",5,0,"53.57M","N/A","N/A","2020-07-01","2.5","12+","https://apps.apple.com/us/app/quit-heroin-addiction-calendar/id1518151455?uo=4",0
"SOAR Central Ohio","The SOAR Initiative","N/A","com.thesoarinitiative.SOAR","Through this app, people who use drugs, loved ones, health services, and the general public can subscribe to receive text alerts or push notifications whenever a batch of drugs contaminated with fentanyl is found in their area. We have partnered with Columbus Public Health to amplify their data-driven warnings. Users can also submit their own reports of deadly batches through the app, allowing the community to aggregate and share knowledge, empowering one another to know what substances they are using. Additionally, users can find out how to access life-saving harm reduction resources and treatment options through a live map and searchable database on the app.",4.69231,13,"67.82M","N/A","N/A","2022-04-14","1.3.1","17+","https://apps.apple.com/us/app/soar-central-ohio/id1540437588?uo=4",0
"HeNN","Tammy Anderson","N/A","com.udel.hennapp","HeNN (Help Near & Now) is a smartphone app that provides a GIS-based, interactive directory of services for those impacted by substance use disorders and those working to support them.  HeNN also offers users the ability to rate and comment on services they receive, which will build a peer network to assist others.  Providers and organizational heads can gain important feedback and analytics input on the utilization of substance use services to assist their efforts in supporting and addressing SUDs.  HeNN’s ultimate goal is to help reduce SUDS and their negative consequences for individuals, families, and communities.
HeNN is a joint effort by the University of Delaware, Greenline Business Group, and CompassRed.",5,6,"75.59M","N/A","N/A","2020-05-18","1.2.21","17+","https://apps.apple.com/us/app/henn/id1457048895?uo=4",0
"BUP Initiation","Amston Studio LLC","N/A","com.amstonstudio.yaleembed","The Buprenorphine (BUP) Initiation app is an informative mobile application that guides healthcare professionals on how to initiate treatment with Buprenorphine in the emergency department (or other acute care setting) using a series of assessment tools and a brief negotiation interview.",5,0,"93.16M","N/A","N/A","2021-06-30","1.0","17+","https://apps.apple.com/us/app/bup-initiation/id1574350314?uo=4",0
"BayMark","Baymark","N/A","com.semaphoremobile.baymark","BayMark Health Services, a leader in addiction treatment, is dedicated to providing individualized medication-assisted treatment integrating pharmacotherapy, clinical counseling, recovery support, and medical services throughout North America.



BayMark’s addiction treatment programs deliver medically-supervised services for adults in a variety of modalities and settings. As the largest specialty healthcare organization in North America addressing the opioid crisis, we work to assess and match our patients with the treatment that best meets their needs across the United States and Canada. Our programs offer services at different levels of care including residential treatment, highly structured and integrated opioid treatment programs (OTPs), outpatient offices that include MAT (Medications Assisted Treatment) with Physicians and Nurse Practitioners prescribing buprenorphine combined with professionals delivering individual and group counseling (OBOTs) as well as inpatient and outpatient detoxification treatment services. While our programs focus primarily on the treatment of opioid use disorder, whether it be prescribed pain medication or illicit opioid use, BayMark also offers detoxification from a variety of addictive substances in select locations.",0,0,"88.75M","N/A","N/A","2021-05-24","1.0","17+","https://apps.apple.com/us/app/baymark/id1541918261?uo=4",0
"Kaden Health","Thrivee, Inc.","N/A","com.thrivee.app","The gold standard in opioid use disorder treatment (OUD) is now accessible no matter where
you may be. Because everyone struggling with addiction deserves the best possible care.

Kaden brings together the highest level of Medication Assisted Treatment (MAT) with your own
designated advocate and professional care team on a virtual platform we call vMAT. It’s
incredibly intuitive and simple to connect – and then keep connecting. Recovery and support
will become a welcome part of your daily life.

The Kaden Treatment:
    - Privacy and security
    - Kaden advocate who’s with you all the way
    - Dedicated care team
    - Weekly, virtual group therapy
    - Medication management

The Kaden Platform:
    - One tap into your virtual group therapy
    - Text/email appointment reminders
    - Calendar syncing
    - Direct message with your care team members
    - Real-time timeline notifications
    - All care centralized and managed in one place

Download the Kaden app and gain ready access to the care and real chance at recovery that
you deserve.",3.28571,7,"39.13M","N/A","N/A","2022-05-13","22.5.4","4+","https://apps.apple.com/us/app/kaden-health/id1454237443?uo=4",0
"Sick Not Stupid","Michael Wurth","N/A","com.goodbarber.sicknotstupid","Sick Not Stupid is an educational app for anyone affected by opioid use disorder. 
Sick Not Stupid has one purpose: to help people recover by sharing what we’ve learned from research and from patient behavior over the years.
We’re advocates for treatment. We want to help you fight shame. We don’t believe people should be punished for seeking help.
Because despite what you may have heard, opioid addiction does not discriminate. Nor is it the untreatable monster that we used to believe it was.
You can get better.
You can recover.
With the overdose epidemic shattering lives all over the country, it’s truer now than ever.
Shame Kills.
We want you alive. If you’re dead, you can’t recover.
Our mission is to help you know what to expect in treatment, to identify obstacles, find support groups, and most of all, to free you from shame.
If you’re considering treatment, get the app to learn how to identify the treatment that’s best for you.
If you’re a friend or family member of someone suffering from opioid use disorder, get the app to learn more about what they’re going through – without ads, without prejudice, and without the myths that are all over popular culture.
If you’re an existing patient in medication-assisted treatment, get the app to learn how to manage your treatment more effectively.
App Features:
A patient-informed blog that shows you how to improve your chances of recovery
A searchable directory of methadone clinics and Suboxone prescribers
In-depth details on the differences between types of treatment and their typical outcomes
Direct access to the latest research on opioid use disorder and its consequences
Links to professional and consumer publications to help the people around you understand your treatment
Explanations of the laws and guidelines surrounding treatment and why they’re in place
Tools to help you manage your recovery",3,0,"57.52M","N/A","N/A","2016-06-01","1.0","17+","https://apps.apple.com/us/app/sick-not-stupid/id1118945385?uo=4",0
"FutureHealth","Future Health, LLC.","N/A","com.FutureHealth.FutureHealth","The Future Health App connects members and allows them to chat, take assessments and exams, view Future Health videos, find treatment facilities nearby, and get the latest Future Health news blog.",0,0,"52.67M","N/A","N/A","2020-11-07","3.1.0","12+","https://apps.apple.com/us/app/futurehealth/id688931813?uo=4",0
"Pillcountpro","Atadas, Inc.","N/A","com.eloeorex.pilllive","A critical tool for addiction medicine providers to help patients with medication reminders, mandatory pill count submissions, and self assessments.  Patient medication related data synchronizes with cloud-based dashboards for monitoring by their healthcare provider.  Contact your health care provider and seek advice before making medical decisions in addition to using this app.",0,0,"13.09M","N/A","N/A","2021-12-16","1.75","4+","https://apps.apple.com/us/app/pillcountpro/id1537817284?uo=4",0
"Modern Psychoanalysis","AppInstitute.co.uk","N/A","com.AppInstitute.psychoan","Our App is a contemporary and confidential way to connect to the world of Modern Psychoanalysis.  Modern Psychoanalysis is a treatment for emotional discomfort or pain, an avenue for self-discovery and personal growth, and a means toward establishing and enhancing relationships with others and the world at large.   Modern Psychoanalysis can help you navigate through life challenges which include relationships, job stress, anxiety, depression, addictions, serious illness, and life transitions.",4,0,"23.52M","N/A","N/A","2016-11-30","1.1","4+","https://apps.apple.com/us/app/modern-psychoanalysis/id1172751952?uo=4",0
"Pear-002a","Pear Therapeutics Inc.","N/A","md.pear.pear002a","Pear-002a is a digital therapeutic under investigation for people living with
Opioid Use Disorder. Pear-002a is expected to deliver cognitive behavioral
therapy content and contingency management.

CAUTION: Pear-002a is an investigational therapeutic device. It is limited
by United States law to investigational use. Pear-002a is not yet available for
sale in the United States",0,0,"45.77M","N/A","N/A","2021-06-08","1.0.1","17+","https://apps.apple.com/us/app/pear-002a/id1534656356?uo=4",0
"Shifaa","Department of Health Abu Dhabi","N/A","ae.gov.doh.shifaa","Shifaa makes Directly Observed Therapy (DOT) scalable with asynchronous video DOT. Patients report side effects or symptoms, and record every dose of medication using the emocha smartphone app. Providers communicate with patients and review their progress from the emocha web platform.",0,0,"75.68M","N/A","N/A","2022-05-19","1.0.3","12+","https://apps.apple.com/us/app/shifaa/id1500901041?uo=4",0
"PainScript","AdhereRX Corporation","N/A","com.painscript.patientapp","PainScript is designed to improve health outcomes and reduce healthcare costs for patients with opioid and other substance use problems. The app allows for direct, daily physician-patient interaction with personalized treatment planning and on-going follow up. Your care provider is just a tap away as your daily communication is reviewed and analyzed in real time. Personal messages can be sent and action initiated directly from your mobile phone to your doctor’s office.",0,0,"17.31M","N/A","N/A","2021-10-30","2.0.1","4+","https://apps.apple.com/us/app/painscript/id1561120123?uo=4",0
"A Friend Who Cares","A Friend Who Cares, inc.","N/A","com.friendwhocares","A Friend Who Cares connects patients with their clinic to provide HIPAA compliant telemedicine calls with their doctors.  Clinics sign up to use the A Friend Who Cares platform and invite their patients to connect.   Once the patient has visited the clinic one for the initial consult they are allowed to join and connect through the A Friend Who Cares platform.",5,0,"107.85M","N/A","N/A","2021-04-19","1.0.2","4+","https://apps.apple.com/us/app/a-friend-who-cares/id1548806994?uo=4",2.99
"TxCOPE","THE UNIVERSITY OF TEXAS AT AUSTIN","N/A","com.example.hrcFlutterWrapper","TxCOPE, or Texans Connecting Overdose Prevention Efforts, gives harm reduction organizations
in Texas a safe, confidential way to report an overdose quickly, track supply distribution, and
view safer use and mental health resources with their clients. The TxCOPE platform includes
features such as interactive data dashboards, heat maps, fentanyl spike alerts, and supply
distribution tracking. Join us in saving lives by helping to improve data-driven community
outreach efforts in the State of Texas.  
  
Main Features: 
  
Report an Overdose: 
· The Overdose Incident Report form allows the community to anonymously report
information about overdose incidents when they occur in real time. This allows harm
reduction organizations and service providers to have near real-time data to
inform community outreach efforts and have better data to inform advocacy initiatives and
funding applications to better serve our communities. 
  
Supply Distribution/Inventory Tracking: 
· Supplies going in and out are plotted on a map which can help with planning outreach more
effectively. Use our distribution trends page to effectively show impact trends that your
organization has in your community. TxCOPE also has a kit building feature to help stay on
top of everything in your inventory even when items are grouped together in separate
bags. 
  
Data Dashboard: 
· View all your organization’s data using our pre-built graphs and heat-maps. If there are other
harm reduction organizations in your community who use TxCOPE you will be able to see
aggregated information about the overdoses they entered as well. You may also export all

of your organization’s data to .csv format to build custom reports for your grant
applications, organization funders, or newsletters. 
  
Spike Alerts: 
· Using our spike alert feature, your organization can create custom alerts to be informed
when there is a sudden increase in overdoses in your community. You may use these alerts
to inform your clients about bad batches of substances circulating in your community. 
 
Language Toggle: 
· Jump from English to Spanish at any point while using the platform. You may even toggle
back and forth during a report if you want to read the questions aloud in Spanish, but then
see the answers in English. 
  
Privacy/Security: 
· The Overdose Incident Report form is anonymous and we do not require any identifying
information. Further, TxCOPE is HIPAA compliant and has undergone rigorous security
testing through The University of Texas to ensure protection of sensitive data.TxCOPE is the Idea of automating the overdose incidents happening around us. With the help of TxCOPE app we would be giving community to boost up the incident reporting, so that we can take appropriate actions and possible save many important lives.",0,0,"18.52M","N/A","N/A","2022-06-06","1.0.4","12+","https://apps.apple.com/us/app/txcope/id1609084417?uo=4",0
