"title","developer","summary","appId","description","score","ratings","size","min installs","max installs","last updated","version","contentRating","url","price"
"Recovery Path for Clinicians","Recovery Record","N/A","com.recoverypath.clinician","With Recovery Path, your patients will remain engaged between sessions and you will have patient progress data at your fingertips and tools for relapse prevention.

Suitable for Psychologists, Counselors, Doctors, Psychiatrists, Therapists, Social Workers and Case Managers.

Easy to use: Launch the app and get started in minutes
Secure and reliable: All industry-standard security practices are met
Used in all treatment settings: Outpatient, intensive outpatient, residential and inpatient.
Applicable for many types of substance abuse treatment: alcohol, marijuana, opioid drugs, stimulant drugs, depressant drugs

With your Recovery Path clinician account you can:

- Give your patients a toolbox of evidence-based resources
- Use HIPAA- compliant, secure team chat for care coordination with the whole care team
- Access patient progress and outcome data
- Prevent relapse by providing in-the-moment interventions 
- Automate delivery of evidence based treatment tasks that integrate cognitive behavioral therapy, motivational interviewing, and community reinforcement approaches

Check-in’s: Your clients will be prompted to engage in morning and evening check-ins that you can see and comment on

Daily Schedule: Help clients keep track of daily tasks, treatment activities, hygiene routine, enjoyable activities and risky situations (and collaboratively come up with a game-plan if your client is having a challenging day)

Meeting Finder: 
- Search for meetings based on location
- AA, NA, Refuge Recovery, CA, SMART Recovery options all listed in one place
- Clients can check in to meetings and let you know how they went

Places to Avoid Feature:
- Add places that are important for your client to avoid in recovery 
- You will see when clients enter locations that are risky to their recovery
- Customize coping strategies for these difficult moments

Beacon Messaging:
-Clients can send friends/family/sponsors messages with the help of RP in moments of need

Evidence-Based Recovery-Oriented Activities:
- Reasons to Recover
- Resolving ambivalence
- Words that Describe You
- Enjoyable Activities Planner

In-App Assessments
- For your clinical interpretation
- Patient Health Questionnaire (PHQ-9) and the Generalized Anxiety Disorder scale GAD7

Supportive Suite of Apps
- Recovery Path for Clinicians
- Recovery Path for Sponsors & Mentors
- Recovery Path for Family & Friends 

Get started by linking to your first patient for free.

In-App Subscriptions:
- Each subscription is for a one month time period
- Payment will be charged to your iTunes account at confirmation of purchase
- Subscription automatically renews unless you turn off auto-renew at least 24 hours before the end of the current period
- Your account will be charged for renewal within 24-hours prior to the end of the current period
- Renewal cost is the same as the monthly subscription cost
- Subscriptions are managed by you and auto-renewal may be turned off by going to your account settings after purchase
- Cancellation of the current subscription is not allowed
- Any unused portion of the free trial period is forfeited when you purchase a subscription

1 Month subscription prices
- Free: (1 Patient)
- Starter: US$8.99
- Basic: US$19.99
- Specialist: US$49.99

- Payment will be charged to iTunes Account at confirmation of purchase
-  Subscription automatically renews unless subscription is cancelled at least 24-hours before the end of the current period
-  Account will be charged for renewal within 24-hours prior to the end of the current period
-  Subscriptions may be managed by the user from the user's iTunes Account Settings after purchase

Privacy Policy: https://www.recoverypath.com/privacy_policy
Terms of Use: https://www.recoverypath.com/terms_of_use",5,10,"99.66M","N/A","N/A","2022-03-19","1.4.7","12+","https://apps.apple.com/us/app/recovery-path-for-clinicians/id1464666455?uo=4",0
"Clean Day — Sobriety Counter","ADS PROJECTS GROUP LTD","N/A","com.cleandayapp.cleanday","Stay clean every day with Clean Day!

A new app for recovering addicts. Your mate in clean life.

Available in English, Deutsch, French, Spanish, Latvian, Chinese, Persian and Russian

Start out by customizing the app, and choose the clean life timekeeping format you prefer (seconds, days, months, or years).

The app will welcome you first by sending personal greetings to your email right after the installation and when reaching your milestones.

Our ultimate design and beautiful background pictures will cheer you up and boost your spirit.

Famous quotes in tune with guiding tenets of recovery will help you set yourself up for cleanness day by day.

As you gradually progress, you can share your clean time and experience with friends via social networks.

A journey of a thousand miles begins with a single step.

Download and enjoy your freedom and cleanness!",3.99707,341,"36.07M","N/A","N/A","2021-08-17","1.5","4+","https://apps.apple.com/us/app/clean-day-sobriety-counter/id934015977?uo=4",0
"Soft White Underbelly","Soft White Underbelly LLC","N/A","com.softwhiteunderbelly","Soft White Underbelly interviews and portraits of the human condition by photographer, Mark Laita.

The Soft White Underbelly app features ad-free uncensored videos and well as many exclusive videos that can only be seen on this subscription version of SWU.

To access all features and content you can subscribe to Soft White Underbelly on a monthly basis with an auto-renewing subscription right inside the app.* Pricing can vary by region and will be confirmed before purchase in the app. In app subscriptions will automatically renew at the end of their cycle.

* All payments will be paid through your iTunes Account and may be managed under Account Settings after the initial payment. Subscription payments will automatically renew unless deactivated at least 24-hours before the end of the current cycle. Your account will be charged for renewal at least 24-hours prior to the end of the current cycle. Any unused portion of your free trial will be forfeited upon payment. Cancellations are incurred by disabling auto-renewal.

Terms of Service: https://www.softwhiteunderbelly.com/tos
Privacy Policy: https://www.softwhiteunderbelly.com/privacy",4.95767,189,"47.97M","N/A","N/A","2022-05-24","7.502.1","12+","https://apps.apple.com/us/app/soft-white-underbelly/id1584926776?uo=4",0
"Confidant: Healthy Habits","Confidant Health","N/A","live.safeopioidusecoalition.confidant","When you or someone you love is using drugs or alcohol, it can be hard to get help. 

Confidant is something new and different in addiction recovery.

Most addiction recovery clinics focus on 12-step based abstinence-focused sobriety. For many people, that path is outdated and doesn’t fit the lifestyle of those who haven’t hit “rock bottom”. 

We know there are millions of people, like us, who want to change the way they’re using drugs and alcohol without having to put their life on hold by going to drug rehab or an intensive outpatient program for the next 30 days to get sober.

So, we teamed up with modern-recovery researchers and patient advocates to dive into the latest scientific evidence and medical knowledge to uncover the best way to make changes to your alcohol or drug use.

What we found was a simpler way - focused on the person, not just the substance. You should not have have to uproot your life, question every choice you’ve ever made, and become an unrecognizable person. 

Addiction recovery should be person-centered, straightforward and judgment free. Whether that means Medication-Assisted Treatment like Suboxone, Naltrexone, Buprenorphine, etc. or online therapy we support a variety of paths.

Here’s how Confidant works:

- Download the app
- Start ReVAMP- our behavior change platform
- Speak with providers who can help you in 1:1 therapy
- Book online therapy appointments right in the app
- Meet with healthcare providers on your phone (they can help with Suboxone, Naltrexone, Buprenorphine, etc. if appropriate)

We provide everyone who uses Confidant access to a Matchmaker, who acts as your personal concierge and can answer any questions you may have and get you connected to all these resources.

Not interested in talking with someone about this yet? We get it. Talking about substance use is hard and it takes time to build trust. That’s why we created ReVAMP to guide you.

ReVAMP is our DIY behavior change program. Simply answer questions about your goals, activities and feelings and it will help you identify your core values. Next ReVAMP produces a personalized plan to help you unlock your best self by drinking less, using drugs less or quitting altogether.

At Confidant, we don’t judge. We’re here to help you and that’s it. 

Confidant Health is perfect if you want to:

- Drink less
- Quit drinking
- Get sober
- Use drugs less
- Quit drugs
- Connect with a Recovery Coach
- Consider sobriety
- Learn about Substance Use Disorder (SUD), Alcohol Use Disorder (AUD) or Opioid Use Disorder (OUD)
- Get online therapy
- Receive Medication-Assisted Treatment (MAT)
- Receive Suboxone, Naltrexone, Buprenorphine, etc.
- Join an online addiction recovery support group
- Explore online rehab or virtual addiction recovery services
- Educate yourself on addiction recovery including AA, NA, holistic therapy, evidence-based approaches and beyond.
- Something more than a drink tracker, sobriety tracker or habit tracker
- Online alternative to addiction treatment centers
- Learn about medications for opioid use
- Learn about medications for alcohol use
- Just feel better!

Who will be helping you at Confidant Health?

You may connect with prescribers who can help with Medication-Assisted Treatment (MAT) using Suboxone, Naltrexone, Buprenorphine and others. 

We also have addiction recovery coaches who can help you better understand your relationship to drugs, alcohol and/or your own journey through their own lived experience. 

Confidant Health also has therapists ready to discuss addiction recovery from just using drugs less or drinking less all the way to sobriety. Regardless of your own journey Confidant Health is judgment free and can help you attain your mental health goals.

Download the app. Give us a try and let us know what you think.",4.59459,37,"73.96M","N/A","N/A","2022-05-07","2.1.15","17+","https://apps.apple.com/us/app/confidant-healthy-habits/id1478727129?uo=4",0
"Sober Peer","Sober Peer LLC","N/A","Com.SoberPeer.Mobile","Our platform expands early intervention, treatment, and recovery support services and improves delivery systems and quality of treatment in support of community-based, integrated treatment plans.

By utilizing AI to deliver efficient, evidence-based care, the system:
- Measures and scores the recovery process,
- Predicts patient outcomes,
- Prescribes one-to-one protocols,
- Suggests therapeutic activities for patients, and
- Delivers next-best-action decision support to providers.

The patient app offers a mobile, on-demand connection with their provider and provides real-time accountability with required engagements and geo-fencing. It also fosters peer, family and friend support and engagement.",4.82609,23,"214.10M","N/A","N/A","2022-04-04","1.8.3","17+","https://apps.apple.com/us/app/sober-peer/id1476069333?uo=4",0
"Recovery Path Family & Friends","Recovery Record","N/A","com.recoverypath.supporter","Helping someone you love recover from addiction is a hard and at times a counter-intuitive process. Recovery Path for Family & Friends helps you manage and provides a toolkit for helping your loved one.

With your Recovery Path Family & Friends account you can:

- Securely create and send powerful and touching affirmation image messages
- Engage in your own self-care activities and check-ins
- Know when your loved one is approaching a high risk place or situation
- Help your loved one plan enjoyable activities, staying on the path towards recovery

Supportive Suite of Apps
- Recovery Path for Clinicians
- Recovery Path for Sponsors & Mentors
- Recovery Path for Family & Friends",4.16667,6,"29.68M","N/A","N/A","2021-02-16","1.2.3","12+","https://apps.apple.com/us/app/recovery-path-family-friends/id1469600610?uo=4",0
"Recovering(me) Drug & Alcohol","Stepworks Recovery Centers, LLC","N/A","com.recoveringme","Recover from addiction through an innovative online recovery program which combines education, community, and professional support!

Terms of Use: https://app.recoveringme.com/terms-of-use/",5,5,"60.20M","N/A","N/A","2020-07-04","2.3.4","17+","https://apps.apple.com/us/app/recovering-me-drug-alcohol/id1442201420?uo=4",0
"Horizon Telehealth","HORIZON HEALTH SERVICES, INC.","N/A","org.horizon-health.onlinecare.member","No longer will weather, transportation, wait time or work be a barrier for currently enrolled Horizon Health Services patients to receive care. Horizon tele offers easy to use technology that allows us to bring safe, secure and life-changing treatment directly into people’s homes or any private place they choose to access it. 

Horizon tele offers mental health and addiction counseling, along with psychiatry services from the use of a phone, tablet, or computer. Our New York State licensed health care professionals are experienced in their field of work and use interactive audio, video and other electronic media for diagnosis, consultation and/or treatment for both therapy and psychiatric services. 

If you are interested in receiving counseling services from Horizon, please call (716) 831-1800 today for more information. 

There are many reasons why people choose Horizon tele:

Convenience: Be seen when and where it works for you without the hassle of taking time off from work or sitting in waiting rooms. Our team has appointments throughout the week, including evening appointments to accommodate your schedule.

Safe and secure: Unlike Skype or FaceTime, our technology is HIPAA-compliant and protects your personal information.

Completely private: Your session on Horizon tele is strictly confidential. Sessions are never recorded and you have control over whether you invite family or friends to join your online video call.

Easy to use: Horizon tele works on any computer, tablet or smartphone with internet access and a webcam. Plus, we offer support for tech issues and troubleshooting. 

Horizon tele is here for you and your family when you need us most! Together anywhere.

If you are an Apple Health user you will have the option to share important health information with your provider during your video visit.  Sharing Apple Health data is optional but allows the provider to see heart rate, weight, and other health information to help them make a more accurate diagnosis.",4.87001,1677,"110.16M","N/A","N/A","2021-11-04","12.13.006","12+","https://apps.apple.com/us/app/horizon-telehealth/id1472282739?uo=4",0
"SA,SLAA Sex, Porn Addiction Anonymous Speakers","Kepler47 Software Inc.","N/A","com.pitashi.audiojoy.saspeakers","Listen to hundreds of hand selected and high quality SA, SLAA, S-ANON speaker recordings from 12 step sex addiction, love addict and porn recovery meetings around the world. Sex addiction twelve step programs are for anyone who suffers from an addictive compulsion to engage in or avoid sex, love, or emotional attachment, acting out with porn or other destructive and isolating behaviors. 

Having few healthy boundaries, we become sexually involved with and/or emotionally attached to people without knowing them; this includes acting out with porn and masturbation as well as sex and love addiction. The 12 steps of recovery are a proven way to recover from sex, love and porn addiction through programs like SA, SLAA and S-ANON. When you can’t get to a meeting, listen to speaker tapes from these programs on the go.

FREE APP:
This app is free to download and includes over 100 hours of free audio programs, but you must subscribe or unlock to get all content (in-app purchase fees apply).

Audiojoy includes more than just content from the 12 step programs like Sex Anonymous and Sex and Love Addicts Anonymous. You will find much other sex recovery focused literature including the Big Book of Alcoholics Anonymous, SLAA and SA workshops, daily meditations and great life saving clean and sober audio content. This app is a great resource you can use anywhere and anytime. It’s like an SA or SLAA meeting in your pocket. Listen on the go, whether you are online or offline.

FEATURES:
This app is packed full of amazing features to help you stay clean and sober and addiction free:

+ Daily featured audio content
+ Search and explore all content
+ Add to a favorites list
+ Listen while offline
+ Build a playlist of the tracks you want to hear
+ Read along with the text version
+ Sleep and meditation timer
+ Looping relaxation and meditation sounds (over 2.4 million combinations)
+ Daily inspiration notifications with powerful artwork to keep you motivated

Learn how to stop masturbating and acting out sexually. Learn how to stop having meaningless sexual encounters or other sexual behaviors that are unsafe and unfulfilling. Learn how to connect with people in a real and healthy way. Learn how to be alone but not lonely. Learn how to meet people and find true and lasting love, without acting out or engaging in self destructive sexual behaviors including porn addiction and masturbation. Get help to quit the struggle of addiction to sex and love.

CONTENT INCLUDED:
This app includes hundreds of hours of amazing content for living a healthy sex, love and relationship life:

+ SLAA, SA, S-ANON Speaker Tapes & Workshops
+ 12 Steps & 12 Traditions
+ Daily Reflections & Recovery Prayers
+ How to Live in Recovery
+ Al-Anon Speakers and Stories
+ Sex and Love Audio Courses
+ Sexual Anxiety and Loneliness Courses
+ Guided Meditations for Mindfulness and Relaxation
+ Looping Sleep Sounds and Meditation Music
+ Inspirational Speakers and Motivational Stories

100% Satisfaction Guarantee - contact us with any issues and we'll resolve them or refund your money.
------
We offer auto-renewing subscriptions as well a one-time unlock fee via in-app purchase. Details about our subscriptions for Audiojoy content are:

* 1 Month (auto renews every month) for $3.99
* 3 Month (auto renews every 3 months) for $6.99
* Payment will be charged to iTunes Account at confirmation of purchase
* Subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period
* No cancellation of the current subscription is allowed during active subscription period
* Any unused portion of a free trial period, if offered, will be forfeited when the user purchases a subscription to that publication. 

Please read our privacy policy and terms of use: http://audiojoy.com/terms",4.74688,241,"26.04M","N/A","N/A","2017-08-20","3.6.1","17+","https://apps.apple.com/us/app/sa-slaa-sex-porn-addiction-anonymous-speakers/id1177878956?uo=4",0
"Nobu Mental Wellness & Therapy","Advanced Recovery Systems, LLC","N/A","com.ars.nobu","Nobu is a free mental health and wellness app, with access to licensed therapists via messaging and live video plans. Nobu will help you gain insight and reinforce evidence-based skills through curated journeys, chats with our Nobubot, journaling exercises, and access to a library of wellness content. Set goals and track your progress over time as you learn more about topics including:
• Stress + Anxiety
• Managing Addiction
• Improving Relationships
• Building Self-Esteem
• Understanding Trauma
• Enhancing Sleep
• Balancing Emotions
 
You can schedule appointments, communicate and attend your teletherapy sessions right in the app. We’re quickly adding more states and insurance plans so check in and see!
 
 
How Nobu Works
Nobu is a secure, easy-to-use app that is backed by proven strategies and techniques to address mental health symptoms and improve overall wellness.
• Define your journey or use AI-powered recommendations to find the content and lessons most useful to you.
• Set goals and track your progress, using daily guidance, clinical assessments and other tools in the app.
• Content developed by physicians and mental health experts using the principles of cognitive behavioral therapy (CBT), mindfulness, meditation and other strategies that have been shown to provide effective relief for mental health symptoms.",4.53125,64,"124.56M","N/A","N/A","2022-06-01","1.4.2","12+","https://apps.apple.com/us/app/nobu-mental-wellness-therapy/id1574548302?uo=4",0
"AA Speakers - Speaker Tapes","William Phillips","N/A","marnistek.AA-Speakers","The AA speakers app allows you to listen to recovery speakers, workshops and audio books from Alcoholics Anonymous (a 12 step program) whenever and wherever using simply a wifi or cellular network connection. 
The app includes
300+ speakers speaking at Alcoholics Anonymous conventions worldwide with descriptions of where they are from and where they are speaking.
The Joe and Charlie Big Book Study - a series of tapes talking about the Big Book of Alcoholics Anonymous.
The Big Book of Alcoholics Anonymous Audio Book.
The 12 Steps and 12 Traditions of Alcoholics Anonymous Audio Book
This app is perfect for when you cant get to a meeting, take recovery with you wherever you go!
The content of this app is not being sold merely the software that plays it.",4.8731,859,"22.87M","N/A","N/A","2019-09-02","2.1","12+","https://apps.apple.com/us/app/aa-speakers-speaker-tapes/id898586463?uo=4",1.99
"Quit Addiction Buddy: Recovery to Super Power","SUPANAT AREEKUL","N/A","com.myrainyworld.quitaddict","Know yourself, make the strong will power with ""Quit Addiction Buddy"".
tracking your progress made easy! 

It's good that you know what the problem is and want to quit your addiction. 
To keep you on track is taking a lot of will power and discipline.
Failure can happen and it's better if you learn something from it.

Here's the place to record your mistake 
for reasons it happened and why it's not worth it.

So you can reboot with the stronger mind 
and prevent the previous mistakes 
from happening again.

Every failure is a lesson.

Features:
• Display Icon Name as 'Super Power'.
• Encourage you to stick to your goals.
• Track your progression in an easy and helpful ways.
• Know your longest streak, your current streak and how long have you been trying to quit.
• Relapse History for knowing the reasons why you have failed and prevent it from happening again
• Panic Button for fighting the urges or when in doubt.
• 40+ the best of inspirational quotes.
• Change the Theme as you like.
• Protect your information with Passcode.
• Reset to square one.
• Clean interface. Elegant design.

Let ""Quit Addiction Buddy"" be your companion for the amazing journey.

Some said:

• ""I see how long I have come and that make me want to continue""

• ""help me from relapse more than once, thank you!""

• ""it makes me know my strength and weakness""",3.78947,19,"25.26M","N/A","N/A","2017-03-02","1.0","4+","https://apps.apple.com/us/app/quit-addiction-buddy-recovery-to-super-power/id1208023125?uo=4",0
"Relay - Improve Together","Tribe Software, L.L.C.","N/A","app.jointribe","** 79% of users report improvement within 4 weeks **

You’ve been struggling alone for too long. Whether you're trying to quit addiction, break an unwanted habit, or find healing through a difficult challenge, it can be tough to struggle in isolation.

Relay makes it easy to find a strong support system to help you be successful.

To get started, Relay will help match you into a small group of other peers who are in the same boat — people who actually get it.

Once you’re in your team, Relay makes it easier to reach out when vulnerable, track your goals alongside your team, and find healing through turning outwards.

It’s a lot more tight-knit than a big community forum and much more than a group chat. It’s about deep connection and effective accountability with peers.

—For those looking to quit addiction & stay sober—

Built upon the scientific principle that connection heals addiction, Relay offers a unique, team-based approach to help you make the improvement you want. Stop trying to do it alone and come strengthen your support system today!

—Support group types we currently offer—

We currently offer support groups to help you quit porn (quit pornography / stop PMO) and quit masturbation (nofap). Contact us for groups related to betrayal trauma, healing from abuse, and overcoming eating disorder. More coming soon!

support@joinrelay.app

https://www.apple.com/legal/internet-services/itunes/dev/stdeula/",4.73585,106,"75.39M","N/A","N/A","2022-06-04","0.6.1","17+","https://apps.apple.com/us/app/relay-improve-together/id1569873335?uo=4",0
"My Triggers","Cactus Apps LLC","N/A","com.ramcomw.i2v.Triggers","My Triggers: Accountability Assistant provides assistance to individuals over coming addiction by adding a layer of accountability.

Addiction recovery can be difficult when the individual goes through the journey alone. Too often an individual struggling with addiction relapses when they find themselves in a familiar location where they engage in the unwanted behavior. 

My Triggers provides you a map that allows you to track the locations you are trying to avoid that might trigger relapse or any other unwanted behavior. 

As you approach the identified location a notification appears prompting you to stay away and contact your support person.

Notes, contact information and trigger locations are saved to iCloud and synched with your other iCloud enabled devices.


Credits:
Icons made by Freepik, Gregor Cresnar and Chris Veigt. 

www.flaticon.com
www.freepik.com

Drug Relapse. (2017, April 11). Retrieved from https://drugabuse.com/library/drug-relapse/

Sinha, R. (2011). New findings on biological factors predicting addiction relapse vulnerability. Current Psychiatry Reports, 13(5), 398–405.",4.42856,7,"11.38M","N/A","N/A","2019-01-31","1.1.1","12+","https://apps.apple.com/us/app/my-triggers/id1448702276?uo=4",0
"Think: Mental Health Journal","Think Smart Journal","N/A","com.thinksmartjournal","Think analyzes your thoughts to help you understand yourself and improve your life. Unlock your mind with this revolutionary journal.

Think uses artificial intelligence to understand what you write and how you write it. The more you type, the more accurate the algorithm will be. You’ll receive your analysis instantly after writing. Check out what it says about you and reflect! Were you more positive today? Are you feeling joyful? How open are you? These are just some of the questions Think can help you answer.

Here are just some of Think’s features:
- Distraction-free typing interface
- Counter to track your words and pause time
- No ads
- Machine-learning analysis of your text
- Overall stats
- Journal calendar
- Smart reminders to keep you on track
- Streak counter
- Daily, weekly, and monthly graphs
- Detailed text analysis

Download now for FREE, or learn more at https://thinksmartjournal.com

Think is completely FREE to use with unlimited entries. Additional features are available with a Think Premium membership.

Privacy Policy: https://thinksmartjournal.com/privacy-policy
Terms of Use: https://thinksmartjournal.com/terms-of-service
For technical assistance or other inquiries, email support@thinksmartjournal.com",4.8125,112,"21.18M","N/A","N/A","2020-09-24","1.4.1","4+","https://apps.apple.com/us/app/think-mental-health-journal/id1510833480?uo=4",0
"Morning Light / Night Light","BookMobile","N/A","com.bookmoble.iphone.morninglightnightlight","Find inspiration anywhere, at any time, with Hazelden Publishing’s Morning Light / Night Light app combining two celebrated daily meditation books for people in recovery from addiction into a single app. That makes a total of 732 daily meditations (366 for morning and 366 for night)!

Each daily reading in Morning Light includes an inspirational quote and a short action statement or question to help you focus your day on your sobriety and living a better life.

Nighttime can be a time of fear, anxiety, and loneliness. The daily messages in Night Light are intended to help you keep your program in focus and ease your mind gently into a relaxed state that is ready for a good night’s sleep.

With this app you are never alone. Whether you are looking for inspiration to start the day or relaxation and peace to end it, help is only the push of a button away. Practicing the Twelve Steps has never been more accessible.

Features:
PRESS the “Today” button to access today’s messages.
SWIPE forward or back to easily access more daily messages.
SWITCH between morning and night meditations, favorites, and search results using the sun/moon icon.
SHARE the daily messages with friends by e-mail or text.
BOOKMARK your favorite meditations (press the star in the upper right-hand corner) and easily return to them (press the star in the bottom toolbar).
SEARCH for relevant keywords in both morning and night messages.
RECEIVE a notification every day to remind you to read today’s messages.
JUMP to a specific meditation using the calendar (press the date in the top toolbar).
SHAKE your device to bring up a random message of inspiration and support.

About Amy E. Dean
Amy E. Dean is the best-selling author of several meditation books, including Morning Light and Night Light, and is an in-demand speaker on recovery topics and self-esteem.",4.84694,98,"13.93M","N/A","N/A","2021-05-08","3.1.8","4+","https://apps.apple.com/us/app/morning-light-night-light/id474839398?uo=4",9.99
"One Step Recovery","One Step Software Inc.","N/A","com.onestepsoftware.onestepmobile","One Step's app is built for those in recovery in order to track their recovery progress and help keep themselves accountable. Features include daily motivational quotes, chat/messaging, AA meetings, agenda/scheduling and more! One Step is used by over 20,000 people in recovery.",4.5,32,"34.74M","N/A","N/A","2021-09-24","2.2.1","4+","https://apps.apple.com/us/app/one-step-recovery/id1344044555?uo=4",0
"My Opioid Recovery","Cognitians, LLC","N/A","com.myopioidrecovery.app","My Opioid Recovery (MORE) connects participants directly to service providers. MORE differs from other mobile health apps because it connects participants directly to service providers instead of simply providing them with contact information. When that happens, people are required to place phone calls or travel to a destination without a reservation and risk being turned away. MORE participants submit a treatment request and are notified if they are approved within minutes.",5,0,"31.42M","N/A","N/A","2022-04-29","1.22","17+","https://apps.apple.com/us/app/my-opioid-recovery/id1578693505?uo=4",0
"Cocaine Anonymous CA Speakers","Kepler47 Software Inc.","N/A","com.pitashi.audiojoy.caspeakers","Cocaine Anonymous Speaker Tapes - Audio Version
-------------------
Listen to hundreds of hand selected and high quality CA and NA speaker recordings from Cocaine Anonymous meetings around the world -- 100% Satisfaction Guarantee - contact us with any issues and we'll resolve them or refund your money.

-------------------

NOTE: You get 20 free speaker recordings and much more CA and NA audio content for free. Unlock and download hundreds more hours of amazing Cocaine Anonymous and Narcotics Anonymous content from within the app!

* CA Book & Steps
* Narcotics Anonymous Stories of Recovery
* Recovery 12 Step Workshops
* NA Steps & Traditions
* NA Speaker Tapes
* Daily Readings & Reflections
* How to Live Clean
* Al-Anon Speaker Tapes
* Alcoholics Anonymous Speaker Tapes
* 12 Step Workshops
* Sober Meditations and Prayers

And much more... over 100 hours of recovery audio content!

-------------------

This app is not affiliated, endorsed or otherwise approved by CA or Cocaine Anonymous World Services. Original text content is copyright its respective owner.

--------

We offer auto-renewing subscriptions as well a one-time unlock fee via in-app purchase. Details about our subscriptions for Audiojoy content are:

* 1 Month (auto renews every month) for $3.99
* 3 Month (auto renews every 3 months) for $6.99
* Payment will be charged to iTunes Account at confirmation of purchase
* Subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period
* No cancellation of the current subscription is allowed during active subscription period
* Any unused portion of a free trial period, if offered, will be forfeited when the user purchases a subscription to that publication. 

Please read our privacy policy and terms of use: http://audiojoy.co/terms",4.79661,236,"24.61M","N/A","N/A","2017-10-13","3.6.1","17+","https://apps.apple.com/us/app/cocaine-anonymous-ca-speakers/id1089812654?uo=4",0
"Affect: Reward Your Recovery","Affect Therapeutics, Inc.","N/A","com.affecttherapeutics.app","Affect is the first intensive, digital addiction recovery program to reward you with cash as you succeed in treatment. Through our scientifically-proven approach, you can quit alcohol, meth, cocaine, or prescription stimulants (ADHD meds) and develop new habits to keep you healthy. The program is private, convenient, highly effective, and delivered entirely through your smartphone.

Our innovative rewards system is based on decades of research on how to successfully change behavior. We gamify the process of quitting so you can get sober and stay healthy.

Affect’s treatment will help you change your relationship to drugs or alcohol and retake control of your life. It includes:
- Cash rewards for successful participation in treatment, including for staying sober
- Group and individual counseling with a licensed counselor
- Medications to help you manage cravings, depression, and anxiety
- Support and resources to improve your life, including help finding healthcare, employment, and housing
- The feature-rich Affect app offers sobriety tracking, helps manages your schedule, and reinforces your progress with tools and tasks designed specifically for you

Download the app today to learn more. For many people, insurance fully covers the cost of treatment, so it’s entirely free.",5,12,"31.11M","N/A","N/A","2022-06-02","1.78","17+","https://apps.apple.com/us/app/affect-reward-your-recovery/id1582444280?uo=4",0
"A Day at a Time Meditations","BookMobile","N/A","com.bookmobile.iphone.dayatatime","Based on the spiritual foundation of Twelve Step programs, A Day at a Time offers inspiration and hope to those in recovery.

Drawing upon insightful phrases often overheard in the rooms of recovery, the daily reflections and prayers in this best-selling app are intended to offer comfort and guiding reminders to those recovering from alcoholism, drug addiction, substance use disorders, process addictions, or any other compulsive behaviors. In addition to a reading for each day of the year, this app also includes the Twelve Steps and the Twelve Traditions of Alcoholics Anonymous.

Recovery is a process that happens a day at a time, and the daily messages in this app will help support your journey.

Features:
PRESS the “Today” button to access today’s reading.
SWIPE forward or back to easily access more daily readings.
SHARE the daily reading with friends by e-mail or text.
BOOKMARK your favorite meditations (press the star in the upper right-hand corner) and easily return to them (press the star in the bottom toolbar).
SEARCH all 366 daily readings.
RECEIVE a notification every day to remind you to read the daily meditation.
JUMP to a specific reading using the calendar button.
SET your font size using your device settings.
CHOOSE between light or dark mode.",4.92605,568,"21.52M","N/A","N/A","2021-08-23","3.1.11","4+","https://apps.apple.com/us/app/a-day-at-a-time-meditations/id397833792?uo=4",5.99
"More Language of Letting Go","BookMobile","N/A","com.bookmobile.morelanguageoflettinggo","Find inspiration anywhere, at any time, with Hazelden Publishing’s More Language of Letting Go app featuring all 366 daily readings from the best-selling meditation book by popular self-help author Melody Beattie. This app includes essays, meditations, and activities that provide wisdom and guidance for those who struggle with codependency and relationship issues.

This is a companion to Beattie’s “The Language of Letting Go” and can be used by itself or in conjunction with that title. The app provide users with ongoing insights into issues such as surrendering, the damaging effects of manipulation, and healthy communication.

Features:
PRESS the “Today” button to access today’s message.
SWIPE forward or back to easily access more daily messages.
SHARE the daily messages with friends by e-mail or text.
BOOKMARK your favorite meditations (press the star in upper right-hand corner) and easily return to them (press the star in the bottom toolbar).
SEARCH all 366 daily messages.
RECEIVE a notification every day to remind you to read the daily message.
JUMP to a specific meditation using the calendar button.
SHAKE your device to bring up a random message of inspiration and support.
CUSTOMIZE the size of the font.

Codependency—the concept of losing oneself in the name of helping another—has rung true for millions around the globe, whether they have an ill parent, alcoholic spouse, or a sick child. By integrating her own life experiences and fundamental recovery reflections, Melody Beattie helps readers take responsibility for their own pain and self-care as she encourages them to remember that each day is an opportunity for growth and renewal.",4.84302,172,"10.60M","N/A","N/A","2021-05-08","1.1.8","4+","https://apps.apple.com/us/app/more-language-of-letting-go/id662254410?uo=4",6.99
"Reconnected by SAFE Project","Stop the Addiction Fatality Epidemic (SAFE) Project US","N/A","com.safeproject.app.ios","RECONNECTED is a networking app, powered by SAFE Project, for students and alumni in recovery to maintain and create more social, recovery and professional connections. 

Features:
* Private Messaging
* Community Board
* Social Events
* Job and Internship Search
* Discover members in your community",5,11,"42.30M","N/A","N/A","2021-02-09","1.0.6","17+","https://apps.apple.com/us/app/reconnected-by-safe-project/id1500925490?uo=4",0
